web-scraper-order,web-scraper-start-url,link,link-href,Job Title,Company,Time,Skill,Persyaratan,Job Desc,Location
"1726211769-68","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/be87d446-e342-470a-98b5-8085078529e1?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT Amari Setia Bersama","Kontrak · Kerja di kantor","SkillsMaintenance EngineeringTechnicianEngineer","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal Sarjana (S1)Laki-laki saja","Dicari!- Techinal Enginnering- Pria- Spesialis Hidrolik / Elektrikal- Mesin Big Press- Bisa service/maintenance- Jam kerja: Senin - Jumat (09:00 - 17:00)- Gaji: UMR- Daerah: Cikarang/Cikampek/Majalengka- Mess selama bekerja- Jurusan: Teknik Industri/Teknik Elektrik","Alamat kantorBlok Haji Sabillah, Jl. Sultan Agung Blok Haji Sabillah No.1, RT.005/RW.002, Medan Satria, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17132"
"1726211777-69","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/mechanical-design-engineer/fe38ff06-9281-41f3-b82a-a6c61898f236?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Mechanical Design Engineer","PT Formulatrix Indonesia","Penuh Waktu · Kerja di kantor","SkillsCADIndustrial AutomationRobotics3D DesignSolidWorksAutomotive EngineeringArduinoCNC OperationRaspberry PiMechanical DesignMechanical","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","Apa Passion Anda?Mechanical Engineer di Formulatrix Indonesia memiliki beragam spesialisasi yang bisa disesuaikan dengan minat, pengetahuan, dan pengalaman Anda. 1. Automation EngineerSebagai Automation Engineer Anda akan mengerjakan mechanical design dan prototype sistem otomasi. Penempatan project : Saat ini kami sedang mengembangkan proyek automasi yang akan diterapkan pada second line proses produksi. 2. Robotics EngineerSebagai Robotics Engineer Anda akan terlibat dalam proses research, design, dan prototype sistem robotika.Penempatan project : ROVER atau CELLMATIC3. Design and Manufacture EngineerSebagai Design and Manufacture Engineer Anda akan membuat prototipe, mengevaluasi hasil pengujian dan desain hingga produk siap untuk diproduksi.Penempatan project : Pada salah satu produk Liquid Handling (Mantis, Tempest, FAST, atau Flo i8) 4. Design for Manufacture (DFM) EngineerSebagai Design for Manufacture (DFM) Engineer Anda akan meninjau, mengoptimalkan dan mengevaluasi desain dengan menerapkan lean manufacturing DFMEA, DFM dan DFA.Penempatan project : Salah satu produk Liquid Handling (Mantis, Tempest, FAST, atau Flo i8) 
Job Description- Melakukan penelitian dan analisis untuk menciptakan konsep produk baru.- Membuat 3D design dan 2D drawing sebuah produk.- Melakukan prototipe dan evaluasi produk hingga siap untuk diproduksi.- Menyediakan laporan dan dokumentasi proyek.
Requirements- D3/D4/S1/S2 jurusan Mechanical/Mechatronics Engineering.- Memiliki pengalaman mengerjakan proyek automation/robotics/special purpose machine.- Mampu menggunakan aplikasi desain CAD/CAM (Solidworks atau Onshape menjadi nilai lebih).- Mampu mengoperasikan CNC machine.- Dapat berkomunikasi dengan Bahasa Inggris dengan baik.- Bersedia untuk penempatan di Salatiga.
Nice to Have- Memahami sistem otomasi, small moving parts/mechanism design, high precision robotics, manufacturing process dan mechatronics.- Memiliki pengalaman menggunakan Software & Algorythm (Python, C++, C#).",""
"1726211781-70","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/mechanical-design-engineer/71911d0d-4b8f-4cfd-8d23-9e91253d33d6?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Mechanical Design Engineer","PT Esco Bintan Indonesia","Penuh Waktu · Kerja di kantor","SkillsAutoCADSheet MetalEnglish LanguangeSolidWorks","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)","Responsibilities :Produce and comply to all mechanical related documents as required for contract tender, submittal and/or compliance to user requirements – including, but not limited to: general arrangement drawings, Pre-sales drawings, URS Compliance, and any mechanical related documents the client/third party may requireCreate design customization required from the base or standard unit and implement all necessary changes to the new 3D drawing in Solidworks™Produce and manage an efficient mechanical Bill of Materials (BOM) according to target cost and coordinate with other engineers for the completion of the documentQualify existing standard parts and outsource new parts needed for the unit in coordination with the warehouse and the purchaser-in-chargeAccomplish all the technical requirements of the product until installation to the site including, but not limited to unit- Test protocols, Unit Calculations, Supplier Drawings, etc.Review and verify all design with cross-functional team and ensure to capture all probable unit risksEnsure the customized unit complies with the required standards by liaising with testing and updating the 3D drawings on all changes executed as future reference on repeat customized orderTransfer all relevant information for the unit operation and maintenance by making user manual with the documentation team

The Ideal Candidate Would Possess:Diploma/Bachelor degree in Mechanical Engineering, preferably specialized in DesignCan use SolidworksMinimum 1 year of experience designing mechanical components and assemblies, fresh graduate may applyGood knowledge with Sheet Metal, 2D/3D CAD/ CAM software, preferably Vertex and Solid work, ProEng, and AutoCAD is preferredMust be able to create parts, multi-component assemblies and dimensioned drawings to company standards.Strong ability with geometric and dimensional tolerance analysis, tolerance stack-up and tolerance optimization.Strong background in materials, production fabrication techniques, computational fluid dynamics (CFD), and processes including sheet metal processing, other background in injection molding, die-casting and machining will be an advantage.Must have a strong interest in R&DExcellent written and verbal communication skills and demonstrated ability in documenting technical work to make the complex simple.

BenefitsGlobal company with international customersDormitory provided for staff outside Bintan IslandAnnual performance bonus","Alamat kantorJl. Asoka Blok D6-D10 Bintan Industrial Estate Lobam - Pulau Bintan - 29154 Indonesia"
"1726211784-71","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/mechanical-design-engineer/fed8992c-6ca1-4736-a27a-18f2c1208954?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Mechanical Design Engineer","PT Blue Gas Indonesia","Penuh Waktu · Kerja di kantor","SkillsAutoCAD","PersyaratanKerja di kantorMinimal Sarjana (S1)20-36 tahun","Kualfikasi :
Pendidikan Minimal D3/S1 Teknik MesinMinimal memiliki pengalaman 1 tahun sebagai Engineering ProductMenguasai drawing software (AutoCad, solid works, Corel, dsb)Mampu melakukan audit SupplierMemahami flow process produksi & ISO 9001 secara umumpaham pembuatan tools/sample product pemersinan secara umum.Deskripsi :
-Melaksanakan proses pengembangan produk baru dan improvement produk existing gas appliance, non gas appliance & refill sesuai standar fungsi/fitur produk, kualitas dan time table.
-mengevaluasi permasalahan / Peluang perbaikan produk dan mengusulkan optimisi proses kerja inspeksi team kepala atasan.
-Drafter : Melakukan proses pembuatan gambar teknik sesuai dengan standar iso 9001 dan menjamin ketersediaan dokumentasi mutakhirnya
-Audit Supplier : Melakukan proses audit suplier sesuai dengan standar iso 9001 dan menindaklanjuti hasil perbaikan audit dengan para pihak yang relevan
-Document Control : memastikan proses harian SMM ISO 9001 berjalan sesuai dengan standar",""
"1726211789-72","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/099bf9df-25c6-4079-bcf1-9dbdd505adfe?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT. Lintas Prima Perkasa","Penuh Waktu · Kerja di kantor","SkillsProblem Solving SkillsInitiativeElectricity","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)25-35 tahunLaki-laki saja","1. Pendidikan min. STM/D32. Pengalaman min. 3 tahun di bidang terkait3. Memahami sistem kelistrikan kapal, baik arus listrik lemah/kuat4. Mampu memahami diagram Electrik 5. Mahir menggunakan alat ukur kelistrikan6. Mampu bekerja dalam jam kerja yang fleksibel.7. Dapat bekerja sama secara Individu & Tim8. Dapat berkoordinasi dalam analisa trouble Electrical9. Bersedia bekerja di kantor Site yang dibutuhkan","Alamat kantorGold Coast Office Tower Tower Liberty lantai 21 Unit G - H - J Pantai Indah Kapuk, Jakarta Utara 14470 Indonesia"
"1726211791-73","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/e94604f4-3d13-4fa0-a1da-274203ae1888?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","","","","SkillsMicrosoft OfficeElectricityTeamwork","PersyaratanKerja di kantor5 - 10 tahun pengalamanMinimal SMA/SMK24-45 tahunLaki-laki saja","Electrician Mechanic Heavy Equipment qualifications:---Male, High school education or above.Experiences morethan 5 years in Electrical A2BHad recommendation letter (Packlaring)Salary negotiableCan join immeadeately.Placed in Morowali",""
"1726211803-74","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/04c0c5df-3036-4389-affb-f9be5f623dc0?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","Five Stars Bar & Resto","Penuh Waktu · Kerja di kantor","SkillsAir ConditioningElectricityPlumbing","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMKLaki-laki saja","Job DescriptionsMelakukan instalasi, perawatan, dan perbaikan peralatan atau sistem teknis.Menganalisis masalah dan mencari solusi yang tepat.Melakukan pemeliharaan rutin dan perbaikan berdasarkan jadwal yang ditentukan.Melakukan uji coba dan pengujian peralatan untuk memastikan kinerjanya.Melaporkan hasil pekerjaan, temuan, dan tindakan perbaikan kepada manajemen.Memastikan pematuhan terhadap prosedur keamanan dan regulasi teknis.Membantu dalam pengadaan suku cadang dan perlengkapan teknis.
Job RequirementsPendidikan minimal SMA atau setara, preferensi di bidang teknik terkait.Pengalaman kerja sebagai Teknisi atau posisi serupa diutamakan.Pengetahuan teknis yang baik dalam bidang spesifik terkait pekerjaan.Kemampuan analitis dan pemecahan masalah yang baik..Keahlian dalam pengoperasian peralatan dan instrumen teknis.Kepatuhan terhadap prosedur keamanan dan aturan teknis.Kemampuan komunikasi yang baik dan mampu bekerja dalam tim.","Alamat kantorJl. Mahendradatta No.678, Padangsambian, Denpasar Barat, Bali"
"1726211809-75","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/7448b43e-0cbe-4506-a3f7-4b9f5841722d?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT. Enindo Orbitama","Penuh Waktu · Kerja di kantor","SkillsMatchadMathematicsSoftware MathcadTegangan Ekstra TinggiSoftware RelayTime ManagementTeamworkRelay","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)20-40 tahunLaki-laki saja","Deskripsi Pekerjaan:- Mendesain sistem proteksi GI (Gardu Induk) dan GITET (Gardu Induk Tegangan Ekstra Tinggi)- Pengujian atau komissioning sistem  proteksi GI (Gardu Induk) / GITET (Gardu Induk Tegangan Ekstra Tinggi)- Trouble shooting sistem proteksi	
Kualifikasi:- S1 Teknik Elektro- Maksimal 40 tahun- Mampu mengoperasikan software relay & alat uji relay proteksi- Mampu menghitung setting relay proteksi dengan software Matchad- Pengalaman di Gardu Induk / Gardu Induk Tegangan Ekstra Tinggi minimal 2 tahun","Alamat kantorPT. Enindo Orbitama
Jl. KH. Ahmad Dahlan No.17
Kel. Kramat Pela Kec. Kebayoran Baru
Jakarta Selatan 12130"
"1726211812-76","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-mechanical-engineer/eaa45ec6-7f73-499e-b908-720b431db9b4?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical/Mechanical Engineer","noovoleum","Penuh Waktu · Kerja di kantor","SkillsOperational EfficiencyMaintenance EngineeringInventory Management","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)18-30 tahunLaki-laki saja","Job Description:As a Electrical/Mechanical Engineer noovoleum, you will be responsible for ensuring the efficiency and optimal performance of production processes in a manufacturing environment. You will collaborate with the production team to enhance productivity, identify production issues, and design innovative solutions to improve the production process. Key Responsibilities:Equipment Maintenance: Implement and oversee preventive maintenance schedules, perform inspections, diagnose issues, and repair machinery.Operational Efficiency: Monitor UCOllect Box performance, implement improvements for operational efficiency, and support sustainable practices.Production Support: Support production process of UCOllect Box if needed.Inventory Management: Oversee the inventory of spare parts, tools, and maintenance supplies.Collaboration: Work with various departments to minimize maintenance disruptions and communicate maintenance schedules and outcomes effectively. Qualifications:In a vocational school or Bachelor's degree in Electrical/Mechanical Engineering.Proficiency in engineering principles and concepts related to production processes.Strong understanding of manufacturing processes, such as machining, assembly, welding, casting, etc.Ability to analyze complex production systems and identify areas for improvement.Strong problem-solving skills to troubleshoot production issues and implement effective solutions.Capacity to use data-driven approaches for decision-making and process optimization.Ability to be mobile and to travel for work.","Alamat kantorJl. Raden Patah No.6, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132"
"1726211821-77","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/sales-engineer-mechanical/021fa941-0166-4b24-990b-37325419b751?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Sales Engineer Mechanical","PT. Guna Karya Elektrik","Penuh Waktu · Kerja di kantor","SkillsIndustrial AutomationElectricityAutomation TestingPLC Programming","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)23-35 tahun","PT Guna Karya Elektrik is a business enterprise that supplies the various needs of many manufacturing industries in Indonesia.PT Guna Karya Elektrik has rapidly grown due to its qualified, specialized people in managing Factory Automation Systems, and General Equipment.As a rapidly growing company that produces automation products, We are looking for:Sales Mechanical EngineeringQualification: - Male or Female 23 – 35 years old- Diploma degree majoring in Machinery/Electrical/Mechatronic Engineering- Fresh Graduated are welcome- Computer literacy is a must- Good communication in English- Can work under pressure and result oriented- Able to drive a vehicle- Applicants must be willing to work in Tangerang.
- Same I
Responsibilities:-	Identifying electrical or control needs-	Designing systems and products based on customer requirements-	Reading design specifications and technical drawings-	Researching appropriate solutions, estimated costs, and timeframes-	Creating models and prototypes of products using 3D design software-	Communicating with clients and contractors, Sales Engineer - Guna Karya Elektrik-	Designing and conducting product tests-	Recording, analyzing, and interpreting test data-	Testing the qualification of final products or systems-	Repairing and maintaining electrical equipment","Alamat kantorOtomasi Industri, Control, Automation dan Electrical Systems.  Autonics (Sensor, Controller, Motion Device) Apex Dynamics (Gearbox, Rack & Pinion) BSQ-FA (LM Guide, Minature) CKD (Pneumatic, Direct Drive Motor) CHG-Slanvert (Inverter) Japan, Taiwan dan Korea Brand"
"1726211835-78","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/56ca0c14-568c-4d5c-b952-ece5df6c1a4b?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT Eyecos Kosmetik Indonesia","Penuh Waktu · Kerja di kantor","SkillsAttention to DetailAnalytical SkillsElectricity","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)23-38 tahunLaki-laki saja","1. Bertanggung jawab untuk merancang dan mengembangkan sistem kelistrikan yang sesuai dengan kebutuhan spesifik. Melakukan perhitungan, analisis, dan simulasi untuk memastikan sistem berfungsi dengan baik.2. Pemeliharaan rutin dan perbaikan sistem kelistrikan yang ada. melakukan inspeksi, pemecahan masalah, dan perbaikan untuk memastikan sistem tetap berjalan secara efisien.3. Melakukan pengawasan dalam proyek-proyek konstruksi atau pengembangan sistem kelistrikan. Memastikan bahwa semua pekerjaan dilaksanakan sesuai dengan spesifikasi teknis dan standar keamanan yang berlaku.4. Bekerja sama dengan profesional lain untuk mengintegrasikan sistem kelistrikan dengan bagian lain dari suatu proyek.5. Pengembangan solusi inovatif untuk tantangan teknis dalam bidang kelistrikan. Memantau perkembangan teknologi terbaru dan menerapkan pengetahuan tersebut dalam pekerjaan. 6. Menyusun, instalasi dan memastikan PPR sesuai dengan ketentuan","Alamat kantorJl MH Thamrin KM 04, Cikokol, Tangerang"
"1726211840-79","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/senior-mechanical-engineer/75b3d956-caf4-4599-884b-aded8eeb9613?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Senior Mechanical Engineer","PT. Medion Farma Jaya","Penuh Waktu · Kerja di kantor","SkillsEngineer","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)22-50 tahunLaki-laki saja","Gambaran Kerja :Merencanakan, melaksanakan, dan mengevaluasi pemeliharaan mesin dan alatKeterangan :Bersedia kerja shift dan 6 hari kerja
PersyaratanS1 / D4 / D3 Teknik Elektro / Teknik MesinMemiliki pengalaman kerja minimal 1 tahunFresh graduate dipersilakan melamarIPK >= 2.75 dari institusi pendidikan dengan akreditasi minimal BBersedia ditempatkan di Bandung
Untuk pendaftaran silakan melalui link ""applyonline.medionindonesia.com"" dengan memilih “GLINTS” pada bagian information source/sumber informasiNote :- Hanya kandidat yang melakukan apply online ke link Medion yang akan dilanjutkan proses rekrutmen & seleksinya- Kami hanya akan menghubungi kandidat yang sesuai dengan kualifikasi.","Alamat kantorJl. Babakan Ciparay No.282, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223"
"1726211843-80","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/bb52a8eb-0a55-4c7f-a32b-0895a80b173e?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT. Intitek Presisi Integrasi","Penuh Waktu · Kerja di kantor","SkillsMaintenance EngineeringTime ManagementTeamworkCommunication Skills","PersyaratanKerja di kantorPengalaman kurang dari 1 tahunMinimal SMA/SMK17-27 tahunLaki-laki saja","Kualifikasi :
Mengetahui dasar Elektronika, Elektrikal, Mehanical, Teknikal Drawing, dan Kemampuan dasar ITFresh gradute welcomeBerpengalaman sebagai after-sales engineer merupakan nilai tambahDomisili di Surabaya / Sidoarjo
Rincian Tugas :
Membantu Sales Menentukan Spesifikasi ProdukInstalasi Produk di CustomerService ProductMemberikan training product kepada tim Sales","Alamat kantorRuko the prominence blok 38E no.27, Alam sutera, Tangerang"
"1726211861-81","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/724b1842-1234-43fe-a78c-92c1999383a0?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT Roito Sinar Gemilang","Penuh Waktu · Kerja di kantor","SkillsTroubleshootingMicrosoft OfficeMechanicalElectricity","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)25-35 tahunLaki-laki saja","1.     Pendidikan : D3 / S1 Teknik2.	Usia : 25 - 35 tahun3.	Diutamakan yang memiliki Sertifikat : K3 Listrik, K3 Genset4.	Pengalaman Minimal : 2 tahun bidang enginering / kelistrikan5.	Diutamakan faham dalam hal troubleshooting dan perbaikan Kelistrikan (Listrik dan Genset)6.	Dapat menggunakan MS-Office & SIMRS7.	Dapat bekerja dalam Tim, jujur, serta bertanggung jawab8.     Domisili Jakarta dan Depok","Alamat kantorKomplek Rukan Ujung Menteng Business Center, Blok B No 52 Cakung, Jakarta Timur
Jl. Sultan Hamengkubuwono IX KM.25"
"1726211866-82","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/mechanical-engineer-estimator/cd0560ad-62b0-40cf-aad7-d4a891f6afc0?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Mechanical Engineer (Estimator)","Elbrus Power Sistem","Penuh Waktu · Kerja di kantor","SkillsProblem Solving SkillsMechanical EngineeringCritical ThinkingInterpersonal SkillsCommunication Skills","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal Diploma (D1 - D4)","Requirement:• D3 or S1 in Mechanical Engineering.• Min 2-5 year working experience in the same field• Fluent in English both oral & written• Familiar with EPC (Engineering, Procurement, and Construction)• Have the abality to estimate material requirements as the project progresses• Strong problem solving and critical thinking skills• Have good communication and interpersonal skills","Alamat kantorBellevue Boulevard Raya Blok SF8 No.08, Kota Wisata Cibubur, cibubur, jawa barat 16968, ID"
"1726211871-83","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/706efa8a-6b4f-4b6f-b6a0-ee62f1e2f53f?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","The Summit Apartement Kelapa Gading","Penuh Waktu · Kerja di kantor","SkillsAir ConditioningElectricityPlumbing","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK18-25 tahunLaki-laki saja","Join with our TEAM!
ENGINEERING (Specialist Electrical)
Tugas dan Tanggung Jawab:Bekerja dengan para Pengurus Pengawas Perhimpunan Pemilik dan Penghuni Satuan Rumah Susun (PPPSRS) salah satu building management apartemen bintang 5 di daerah Kelapa Gading, Jakarta Utara yang memiliki tugas utama untuk mengelola semua pemeliharaan, termasuk pemeliharaan gedung, pekarangan, fasilitas, dan asset dengan perhatian khusus terhadap keselamatan, keamanan, dan perlindungan aset. Bertanggung jawab untuk mengelola anggaran, proyek belanja modal, pemeliharaan preventif dan konservasi energi.
Deskripsi Pekerjaan:1.	Mengelola Operasi dan Anggaran Teknik serta mengelola utilitas gedung termasuk peralatan, HVAC, Plumbing, Water Treatment Plan, Electrical, dan Electronic.2.     Terbisa handle pekerjaan elektrikal di building, apartement, proyek (DIUTAMAKAN)3.	Bertanggung jawab penuh atas pemeliharaan gedung, dan rehabilitasi tenant area dan public area4.      Memastikan kepatuhan peraturan terhadap peraturan fasilitas dan standar keselamatan.5.      Memelihara sistem keamanan kehidupan properti (peralatan pemadam kebakaran, sistem sprinkler, dan sistem alarm)6. Terbiasa melakukan maintenance atau mengerjakan pekerjaan sipil seperti: pasang keramik, pekerjaan struktur, penggantian pipa, cuci AC, pemasangan plumbing, ganti lampu, dll
Kualifikasi:1.	Minimal SMK/STM berpengalaman di bidang Bangunan dan Konstruksi, Teknik, Mekanik, atau jurusan terkait; 1 tahun pengalaman di bidang teknik dan pemeliharaan atau bidang profesional terkait; pelatihan teknis dalam HVAC-R/electrical/plumbing.2.	Memiliki setidaknya 4 tahun pengalaman dalam posisi staff Engineering di  bidang building management gedung terutama bidang teknik dan pemeliharaan atau bidang profesional terkait; pelatihan teknis dalam HVAC-R/electrical/plumbing dan civil 3. Terbiasa dan berpengalaman handle pekerjaan civil di building, apartement, proyek (DIUTAMAKAN).4.	Memiliki kemampuan komunikasi dan interpersonal yang baik5.	Memiliki keterampilan kepemimpinan yang sangat baik6.	Memiliki kemampuan untuk multitasking dalam memenuhi target waktu7.     Disiplin serta bersedia kerja shifting
8.     Diutamakan yang berdomisili di Jabodetabek
9.     Bersedia hadir interview offline ke lokasi10.   Status karyawan ""Daily Worker""
APPLY sekarang juga sebelum 11 Oktober 2024Semua CV akan ditangani dengan sangat rahasia dan hanya kandidat terpilih yang akan dihubungi","Alamat kantorJl. Boulevard Sentra, Kelapa Gading, Timur, RT.13/RW.18, RT.13/RW.18, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240"
"1726211877-84","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/electrical-and-mechanical-engineer/da1570fd-8bb5-45a6-ba1f-6d3c8c326068?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Electrical & Mechanical Engineer","PT LED PRO IDN","Penuh Waktu · Kerja di kantor","SkillsLightingMechanical EngineeringElectricity","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK","Kualifikasi :- Berusia maksimal 35 tahun- Pendidikan minimal SMK/STM/D3/S1 Jurusan Mekanikal, Kelistrikan, atau Relevan- Memiliki Pengalaman kerja sebagai Teknisi / Staff Engineering minimal 2 Tahun- Kemampuan penggunaan komputer- Terbiasa menggunakan Microsoft Office untuk pembuatan laporan- Bertanggung jawab, jujur, memiliki etika yang baik, memiliki keinginan belajar yang tinggi dan komunikatif - Memiliki Sertifikat Keahlian (SKT) / Serkom lebih diutamakan- Bersedia ditempatkan di Kawasan Industri Sentul




Job Desk :- Menguasai bidang mekanikal, elektrikal, termasuk pemeliharaan, perbaikan, pencegahan serta troubleshooting dan keahlian teknis lainnya- Berpengalaman sebagai Teknisi (Listrik arus kuat dan arus lemah)- Mengetahui dasar - dasar K3 (Kesehatan & keselamatan Kerja)- Mampu bekerjasama dengan pihak internal maupun external - Memecahkan masalah kerusakan dan melakukan perbaikan- Mengontrol penggunaan utilities yang ada - Bertanggung jawab","Alamat kantorKawasan Industri Sentul Jl. Cahaya Raya Kav. H10, 28, Leuwinutug, Kec. Citeureup,"
"1726211885-85","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=1","","https://glints.com/id/opportunities/jobs/mechanical-engineer/c2fa1ab2-ca03-4359-9d55-8fd3bce1fcce?utm_referrer=explore&traceInfo=e7673035fdb85fff07a251324551365a","Mechanical Engineer","PT TCT Automation Engineering","Penuh Waktu · Kerja di kantor","SkillsAutoCADMicrosoft OfficeMechanical EngineeringTroubleshootingReport WritingMechanical DesignMechanical","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal Diploma (D1 - D4)22-35 tahun","Kualifikasi :Minimal D3 dengan jurusan Teknik MesinMempunyai pengalaman min. 3 tahunBersedia ditempatkan di KarawangBersedia bekerja keras dan dibawah tekanan Deskripsi Pekerjaan :Monitoring progress pekerjaan di site serta membuat reportMemiliki pengalaman melakukan Pre-Commisioning dan CommisioningMampu melakukan perbaikan mechnaical trouble shootingMampu membaca gambar teknikMampu menguasai Solid Work/Auto CADMenyiapkan dan membuat laporan kerusakan mesinMampu mengeoperasikan komputer (Microsoft Office)Terbiasa dengan mesin SPM","Alamat kantorDSN Mekarsari blok A No. 5 RT 011 RW 003 Kalangsari Rengasdengklok, Karawang, Jawa Barat 41352"
