web-scraper-order,web-scraper-start-url,link,link-href,Job Title,Company,Time,Skill,Persyaratan,Job Desc,Location
"1726208569-1","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/staff-engineer/f32f4b61-a6ed-4f81-8d61-1834d3522ad1?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","STAFF ENGINEER","PT. Dharma Karyatama Mulia","Penuh Waktu · Kerja di kantor","SkillsCommunication SkillsElectricity","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal Diploma (D1 - D4)25-35 tahunLaki-laki saja","Kualifikasi:- Pria- Pendidikan min D3 jurusan Teknik Sipil- Memiliki pengalaman min 3 th di bidang terkait- Mampu untuk menghitung RAB dan membuat KAK (Kerangka Acuan Kerja) Sipil- Dapat mengoperasikan Ms. Office- Can join ASAP","Alamat kantorJl. Raya Bogor KM. 29, Gandaria Pasar Rebo"
"1726208571-2","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/frontend-engineer/7af0adf8-9352-4805-83c8-221188a72122?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Frontend Engineer","‪Ihsan Solusi","Kontrak · Hybrid","SkillsFrontend DevelopmentTypeScript","PersyaratanHybrid3 - 5 tahun pengalamanMinimal SMA/SMK","Requirements :Minimum 3  years experience Mastering NextJs/ReactJSMastering TypescriptFamiliar working in digital financeAble to work in a teamAble to provide solutions to the desired requirementsAble to work under pressureReady to be placeds in ou banking industry in Jakarta","Alamat kantorJL PHH Mustofa 39, Surapati Core C-7.Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192"
"1726208574-3","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/teknisi-mechanical-electrical-plumbing-industry/a5638760-a5f4-42bb-80a8-fde247ca9f7a?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Teknisi Mechanical Electrical Plumbing Industry","PT Harjaya Mapan Sentosa","Penuh Waktu · Kerja di kantor","SkillsIndustrial Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)Laki-laki saja","Pendidikan Minimal D3 Jurusan Teknik MEP, ListrikSetidaknya memiliki 2 Tahun pengalaman di bidang yang dibutuhkan untuk posisi ini.Paham mengenai listrik, pipa.Terbiasa kerja lapanganMemiliki SIM A

Deskripsi Pekerjaan :
Mampu mengoperasikan, merawat, instalasi, menerapkan dan mereparasi (Mesin pompa air, filter air, water treatment, instalasi perpipaan industri)Berpengalaman di bidang WTP, WWTP skala besar (Industri)Menguasai PLC (Arus Kuat listrik)Menguasasi pengeboran, dan gerindaMenguasai MEP (Mechanical, Electrical and Plumbing)Mampu bekerja dalam team work dan mandiriDiutamakan Domisili Jakarta, Tangerang, Bekasi","Alamat kantorJl. Veteran Lingkar Timur, Pergudangan CIP Blok Gamma No 5, Sidoarjo"
"1726208576-4","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/site-engineer-engineer-hvac/06935e47-40b0-4a6b-aed8-5348dc30ece1?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","SITE ENGINEER / ENGINEER HVAC","PT. Alfa Omega Tekindo Utama","Penuh Waktu · Kerja di kantor","SkillsProject ManagementSketchProject CoordinationHVACProject PlanningAutoCAD","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","SITE ENGINEER / ENGINEER HVAC
Persyaratan:Pendidikan minimal SMA/SMK, D3, S1 dari jurusan yang relevanLulusan Politeknik dari jurusan Teknik Pendingin dan Tata Udara lebih disukaiBerpengalaman 1-2 tahun sebagai Site Supervisor / Engineer HVAC (di perusahaan HVAC)Pemahaman yang baik tentang instalasi HVAC, shop drawing, arsitektur, sipil, dan MEPTerbiasa dengan Software AutoCAD dan SketchUp Cekatan, komunikatif dan mampu bekerja dalam tim
Tanggung Jawab:Melaksanakan survei proyekMengontrol pelaksanaan operasional pelaksanaan proyekMengawasi dan memonitor segala kegiatan yang ada di proyekBerkoordinasi dengan pihak internal maupun eksternal Mengawasi jalannya proses instalasi (desain, ukuran, bahan, waktu)Mengawasi realisasi RAB di lapanganMelakukan investigasi (indikasi) penyimpanganMelakukan evaluasi kinerja subkontraktorMelakukan pemeriksaan dan memproses berita acara pekerjaan di lapangan dengan pihak proyekMenerapkan program keselamatan kerja dan kebersihan di lapangan

URGENTLY NEEDED!! 
- Site Engineer / Engineer HVAC- Drafter HVAC - Estimator HVAC
📍 Kirim Langsung CV/Resume Anda ke Kantor Kami yang beralamat di: Jl. Boulevard il lago, Ruko Mendrisio 3 Blok C10 Gading Serpong, Kel. Cihuni, Kec. Cihuni, Kec. Pagedangan, Kab. Tangerang, Banten 15332 
PT. Alfa Omega Tekindo Utama adalah salah satu perusahaan Air Conditioning [HVAC] Terkemuka di JABODETABEK yang sedang berkembang pesat. Oleh karena itu, kami membutuhkan tim ahli yang berkompeten dibidangnya. 
💫 Akselerasi Karir Kamu Sekarang, Dengan Bergabung Bersama Kami. Salam Sukses, PT. Alfa Omega Tekindo Utama","Alamat kantorRUKO MENDRISIO 3 BLOK C 10 GADING SERPONG, Kel. Cihuni, Kec. Pagedangan, Kab. Tangerang, Prov. Banten"
"1726208581-5","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/software-engineer-programmer/6dffbcd7-2343-4f26-9472-b16fc033aab3?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Software Engineer/Programmer","Simpul Technologies","Penuh Waktu · Remote/Dari rumah","SkillsNode.jsHTML5Ruby on RailsGIT","PersyaratanRemote/Dari rumah1 - 3 tahun pengalamanMinimal SMA/SMK","Join our exciting Tech Team as a Full-Stack Software Engineer. Our team builds wonderful Enterprise Tech platform. You will be part of a talented software team that works on impactful enterprise-level applications.

Software Engineer roles and responsibilities include contributing to web-based application development, while providing expertise in the full software development lifecycle, from concept and design to testing.

Job Description
- Produce fully functional programs writing clean, testable code
Integrate backend data
- Create user interface and web layout using HTML / CSS / modern JS
- Bug Fixing
- Proactively communicate with the U.S. counterpart and internal team about project requirements and task progression

Minimum Requirements
- Bachelor’s Degree in Computer Science or equivalent from a reputable university
- Excellent understanding of at least one of the following languages: Javascript, Ruby, or Python
- Some understanding of Git
- Grit to learn & adapt to new concepts/technologies
- Humility to accept & give constructive, critical feedback
- Proficient verbal and written English skills

Nice-to-Haves
- Experience in Ruby on Rails/ReactJS/VueJS development
- Comfortable with UNIX / Linux environment
- Knowledge of MVC Architecture
- Good understanding of OO design pattern
- Experience in building RESTful API
- Hands-on experience in developing and launching software applications
- Amazing portfolio of impactful work

Perks
- Creativity-Inducing Workplace
- Paid Vacation Leave
- Medical Insurance
- Social Security Benefit
- Bereavement/Family Leave
- Maternity & Paternity Leave",""
"1726208586-6","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/supervisor-mechanical-project-data-centre/c505c660-5140-4940-8b0c-0dbe9a5b5e58?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Supervisor Mechanical Project Data Centre","PT HANUGRA REKANUSA","Penuh Waktu · Hybrid","SkillsMechanicalEngineerAutoCAD","PersyaratanHybrid5 - 10 tahun pengalamanMinimal Sarjana (S1)Laki-laki saja","Bachelor Degree (S1) in Mechanical EngineerMinimum 5 years experience as Mechanical Supervisor Have completed 1 No Data Center Tier 3 as Mechanical Supervisor  Registered As Indonesia Qualified Professional Engineer (PII – IPM or Higher)Fire Fighting Systen Fire Sprinkler, Fire Hydrant, Stand Pipe, etcPlumbing & SanitaryMVAC such as chiller, ventilation, etc Have a basic knowledge for LEED materials related to MEP scope of workHave strong knowledge & Implementation of in local & international regulation and Mechanical Codes Placement in Site","Alamat kantorSahid Sudirman Center, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia"
"1726208591-7","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/port-engineer-marine-technical-superintendent-teknisi-kapal/fac02f62-1fde-4045-9709-16c7b81cc3ba?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Port Engineer/ Marine Technical Superintendent (Teknisi Kapal)","PT Armada Cakrawala Esa","Penuh Waktu · Kerja di kantor","SkillsTechnicianMarine EngineeringShippingMarine Industry","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","QualificationIjazah Laut Minimal ATT III atau ATT II, atau S1 Teknik PerkapalanDiutamakan lulusan institusi pelayaranPengalaman sebagai Chief Engineer di kapal Harbour Tug dan Crew Boat, atau sebagai Port Engineer/Marine Superintendent di Perusahaan PelayaranMemiliki pengetahuan tentang SOLAS, ISM Code, Class Survey, dan AuditMemiliki pengetahuan tentang alat-alat dan mesin kapalMemiliki kemampuan untuk melaksanakan perbaikan dan troubleshooting terhadap kendala di Engine RoomBersedia bila harus mengikuti kapal berlayar untuk memastikan performa mesin dan kapal, serta melakukan PMSBersedia bila melakukan Perjalanan Dinas Dalam dan Luar NegeriDiutamakan Domisili Surabaya
Job DescriptionsMelakukan PMS (Planned Maintenance System) dan memastikan PMS berjalan untuk semua armadaMelakukan perbaikan besar dan kecil terhadap alat dan mesin yang berada di kapalMonitor dan control critical spare part, permintaan kapal, dan inventaris kapalMelakukan inspeksi rutin terhadap kelayakan permesinan kapal, kebersihan kamar mesin kapal, dan perbaikan kapalMelakukan supervisi docking kapal, rencana kerja overhaul, repair listsMengawasi pemakaian konsumsi BBM dan Lube Oil","Alamat kantorHarbour Nine Block C 15, Jalan Gresik No. 16, Perak Barat, Surabaya, East Java 60177"
"1726208594-8","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanic/29464ee4-256c-49e2-b4c5-dae425e1619a?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanic","Autoz Rent Car Bali","Penuh Waktu · Kerja di kantor","SkillsResponsibleMechanical","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK18-30 tahunLaki-laki saja","- Pria
- Berdomisili di Bali
- Lulusan SMK Otomotif
- Pengalaman minimal 1 tahun dibidangnya
- Menguasai perbaikan mesin, sistem kelistrikan, dan komponen mekanik lainnya
- Kemampuan bekerja secara mandiri/tim
- Diutamakan yang mau tinggal di mess","Alamat kantorGg. Pucuk Merah No.5, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361"
"1726208597-9","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanical-senior-heavy-equipment/e439cc65-764a-42f0-8f45-4209efc477a2?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanical Senior Heavy Equipment","PT APTI ADHI ANANTA","Penuh Waktu · Kerja di kantor","SkillsMechanicalMaterial HandlingTeamwork","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)Laki-laki saja","Kualifikasi :Usia maks. 40 tahunPendidikan Min D3/SederajatMemiliki pengalaman 5 tahun yang sama pada dealer alat berat/ Material Handling Equipment (Lifting / Forklift) Kemampuan Berbahasa Inggris Menguasai pengoperasian Microsoft OfficeMemiliki motivasi diri, komunikasi, inisiatif, negotiation skill, serta target oriented","Alamat kantorJakarta Utara"
"1726208599-10","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/engineer/cd915d0a-a903-4027-a433-f4df41eaf6b7?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Engineer","PT. Santosa Asih Jaya","Penuh Waktu · Kerja di kantor","SkillsProblem Solving SkillsAttention to DetailCommunication Skills","PersyaratanKerja di kantor5 - 10 tahun pengalamanMinimal Sarjana (S1)28-50 tahun","Job Description: - Melakukan inspeksi lokasi/supervise- Membuat rencana kerja proyek, diantaranya: gambar, jadwal, kebutuhan material dan peralatan- Membuat laporan progres proyek- Menjabarkan proyek menjadi sebuah timeline rinci- Membuat laporan atau progress pekerjaan- Membuat opname subcon dan mandor- Menyiapkan tim, material, dan tools yang diperlukan- Memastikan proyek berjalan sesuai rencana dan anggaran- Memastikan proyek dilakukan sesuai SOP perusahaan dan undang-undang- Mengawasi penerapan protokol keselamatan- Memantau perubahan desain dan menilai dampaknya bagi proyek
Kualifikasi: - Pendidikan Min. S1 Teknik Sipil- Memiliki pengalaman 6 tahun di bidang yang sama- Dapat menggunakan AutoCAD, Sketchup- Memiliki interpersonal dan komunikasi yang baik- Disiplin, detail dan jujur- Kemampuan Problem Solving Skill yang baik","Alamat kantorGraha Zima , Block C No. 5 Jl. Raya TB Simatupang Jakarta Timur  13760 Indonesia"
"1726208603-11","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/engineer/dda057c3-cd89-41da-bf11-3195139b6c2d?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Engineer","PT Millennium Elektrik Indonesia","Penuh Waktu · Kerja di kantor","SkillsPositive AttitudeAttention to Detail","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)18-35 tahunLaki-laki saja","Pendidikan SMK/D3/S1 Teknik Elektro/Industri/Mesin/Setara PriaUsia Maksimal 35 TahunPengalaman Min. 2 TahunMemahami Dasar Automasi ControlMemahami Program Logic Control berbagai Type dan MerekMemahami loT Sistem alur dan penerapannyaMemahami Inverter dan PLCMemahami Pemrograman Nilai PlusGood AttidutePenempatan MOJOKERTO","Alamat kantorJl. Genuk Karanglo No 1 Candisari, Tegalsari Semarang"
"1726208606-12","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/drafter-mechanical-electrical-kontraktor/0a1cc84f-f6be-4617-b04f-0f059c5b3f34?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Drafter Mechanical Electrical (Kontraktor)","PT Dasatria Utama","Kontrak · Kerja di kantor","SkillsMicrosoft OfficeProject ManagementAutoCADTeamworkDrafter MeCommunication Skills","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal Diploma (D1 - D4)28-35 tahunLaki-laki saja","Kualifikasi: Usia maksimal 35 tahun.Pendidikan minimal STM Bangunan/ D3 Teknik Sipil/ Arsitektur.Pengalaman minimal 3 tahun sebagai Drafter ME di Kontraktor ME (khususnya bangunan pabrik berskala besar).Menguasai Autocad, Sketchup.Menguasai Ms. Office.Mampu bekerja berdasarkan target.Mampu bekerja secara individu maupun bekerja bersama tim.Teliti, cekatan, jujur, bertanggung jawab, siap bekerja di bawah tekanan.Bersedia ditempatkan di lokasi proyek di seluruh Indonesia.
Tugas & Tanggung Jawab: Membuat gambar Mechanical Electrical (ME).Memastikan fungsi instalasi ME bekerja dengan baik.Membuat laporan kerja.","Alamat kantorUnifam Tower Lantai 7 Jl. Panjang Raya Sunrise Garden A3 No. 1-7 RT.002 RW.005 Kedoya Utara, Kebon Jeruk, Jakarta Barat – 11520"
"1726208611-13","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/engineer/ad378faf-2615-488d-bae1-bd86251bf89a?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Engineer","Gaya Brasserie","Penuh Waktu · Kerja di kantor","SkillsKitchen SystemTeamworkElectricity","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK","Diutamakan bagi yang memiliki pengalaman kerja Minimal 1 tahun sebagai Engineering di industri perhotelan/restoranMemiliki pengetahuan yang kuat tentang system kitchen, electrical, plumbing, sipil yang  terkait dengan industry makanan dan minuman Keterampilan analitis  yang baik untuk mengidentifikasi masalah dan menerapkan solusi yang efektifMampu bekerjasama dengan team baik intenal maupun eksternal Bersedia bekerja secara mobile","Alamat kantorJl. LLRE Martadinata no.133, Bandung"
"1726208614-14","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/teknisi-mechanical-dan-electrical/1eb78c82-c4c1-451a-9afb-79941b9a67fc?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Teknisi Mechanical dan Electrical","PT Anugerah Rhadika Pratama","Penuh Waktu · Kerja di kantor","SkillsTeknisiMachine OperatorElectricity","PersyaratanKerja di kantorMinimal SD17-30 tahunLaki-laki saja","### Posisi: Teknisi Mechanical & Electrical### Fresh GraduatePersyaratan dan Kualifikasi:1. Laki-Laki2. Umur maksimal 30 tahun3. Jujur, kemauan yang keras untuk bekerja dan berkembang4. Sehat jasmani dan rohani5. Memiliki surat ijn mengemudi (SIM A dan C) Akan menjadi nilai tambah
6. Pendidikan:    - Minimal SMK Teknik Mesin, Teknik Elektro, atau bidang terkait.7. Pengalaman:   - Minimal 1-2 tahun pengalaman kerja di bidang Mechanical Electrical Engineering   (fresh graduate dengan kemampuan dan pengetahuan yang baik dipersilakan melamar) 8. Keterampilan Teknis:   - Pemahaman yang kuat tentang prinsip-prinsip dasar teknik mesin dan elektro.   - Pengalaman dengan perancangan dan analisis sistem mekanik dan elektrikal   - Pengetahuan tentang standar keselamatan dan regulasi terkait.9. Keterampilan Lainnya:   - Kemampuan analitis dan pemecahan masalah yang baik.   - Kemampuan komunikasi dan kerja sama tim yang baik.   - Kemampuan untuk bekerja di bawah tekanan 10. Masa percobaan 3 bulan dan jika dibutuhkan bersedia ditempatkan di luar kota
Tanggung Jawab Pekerjaan:1. Melakukan Analisa kerusakan serta mampu melakukan perbaikan alat-alat 2. Melakukan perawatan pada alat-alat unit sewa3. Mengembangkan ketrampilan skill terkait hal-hal teknik dan elektrikal4. Mengikuti pedoman keselamatan dan prosedur operasional standar.
Persyaratan Lamaran:- Surat Lamaran- Daftar Riwayat hidup (CV)- Scan ijazah terakhir dan transkrip nilai- Scan KTP- Pas foto","Alamat kantorPerumahan Palem Ganda Asri 2 , Jl Musi II Blok A2 No 21, Karang Mulya, Kec. Karang Tengah, Kota Tangerang, Banten 15157"
"1726208619-15","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanical-electrical-plumbing-maintenance/c598a3e3-c44d-4d35-954f-52a37010efd1?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanical Electrical Plumbing (Maintenance)","PT. Pudjiadi Prestige Tbk.","Penuh Waktu · Kerja di kantor","SkillsElectricityPlumbingMep","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK21-35 tahunLaki-laki saja","Deskripsi pekerjaan :• Melakukan perawatan dan perbaikan seluruh mesin-mesin (AC, Genset, Lift, Panel Listrik, Pompa-pompa air), fasilitas-fasilitas gedung (kolam renang) dan peralatan lainnya setiap saat.• Melakukan pencatatan (check list) harian secara rutin serta membuat laporannya.• Memberi laporan kepada atasan secara periodic mengenai kondisi mesin-mesin, fasilitas-fasilitas gedung tersebut.
Persyaratan :• Pendidikan minimal STM / D3 elektrikal / mekanikal / sipil• Usia maksimal 35 tahun• Berpengalaman minimal 2 tahun menangani MEP, mencakup instalasi listrik, AC, genset, chiller, serta pekerjaan sipil• Memiliki pengalaman sebagai teknisi gedung perkantoran, apartemen, atau gedung bertingkat lainnya• Mau bekerja keras, jujur, cepat belajar dan beradaptasi• Bersedia ditempatkan di seluruh wilayah Jabodetabek dengan sistem kerja secara shift• Dapat bergabung secepatnya.","Alamat kantorHotel Jayakarta Lantai 21
Jalan Hayam Wuruk 126
Jakarta Barat 11180
Indonesia"
"1726208622-16","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/engineer/24ab241b-20f6-4072-9aad-e76ea4b4abcd?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Engineer","PT. Unggul Semesta","Penuh Waktu · Kerja di kantor","SkillsRoboticsProblem Solving SkillsIndustrial AutomationSales StrategyTroubleshooting","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)25-35 tahun","Job requirements :- Male- Must have minimum 2 years of experience as a project engineer and maintenance mechatronic automation engineer- A degree in engineering (such as automation, electrical, mechanical, or industrial engineering) is often required. Specialization in automation or control systems can be particularly beneficial- Fluent in English, both oral and written- Familiarity with robotic systems and their programming can be important, especially in industries where robotics is commonly used- Familiarity with Industry Standards: Understanding industry regulations and standards relevant to automation in specific fields (such as safety protocols) is also crucial- Project Management: Skills in project management can help in overseeing automation projects from conception to execution, ensuring they are completed on time and within budget- Problem-Solving Skills (troubleshoot and solve complex problems arise in automated processes)- Sales skills for the sales process, project management to monitor a project- Have good communication skills- Must be able to drive a car and have a SIM A","Alamat kantorJl. Kenari Raya Blok G-03A No. 1, Kawasan Industri Delta Silicon 5 Lippo Cikarang, Bekasi 17550, Indonesia"
"1726208625-17","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/senior-software-engineer/1b9b83ed-24fc-47a1-a63e-d0e03b17fa54?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Senior Software Engineer","PT Inosoft Trans Sistem","Penuh Waktu · Kerja di kantor","SkillsVersion ControlLaravelGoogle Cloud PlatformCode ReviewMongoDBPHPObject-Oriented Programming (OOP)JavaScriptSDLCJira","PersyaratanKerja di kantor5 - 10 tahun pengalamanMinimal Sarjana (S1)30-43 tahun","ROLE DESCRIPTIONWe are looking for a highly skilled Senior Software Engineer to join our dynamic and fast-paced team. In this role, you'll be responsible for leading web development projects, mentoring junior team members, and delivering high-quality code that meets industry standards. You will be working on cutting-edge technologies, from microservices to full-stack development, and contributing directly to the success of the team. This is a full-time, onsite position where you’ll have the opportunity to showcase your expertise and make a tangible impact.
REQUIREMENTSBachelor’s degree in Computer Science, Information Technology, or a related field.At least 8 years of experience in web development.Proficiency in Laravel, JavaScript, PHP, MongoDB, CRUD operations, Object-Oriented Programming, and Golang. Experience with frontend frameworks is highly valued.Strong understanding of microservices concepts and technologies.In-depth knowledge of data processing structures and algorithms.Experience with software development life cycle (SDLC)Excellent analytical skills and problem-solving ability.Exceptional attention to detail with the ability to work effectively under pressure.Proven time management skills and experience working in a fast-paced environment.Experience in mentoring other developers and conducting effective code reviews.Familiarity with software development tools (e.g., JIRA, MIRO) is required.Comfortable working with Linux and cloud services..High awareness of reliability, security, performance, and scalability at the feature level.Familiar with version control tools, such as Git.This is a full-time position with on-site work.
JOB DESCRIPTIONCode with Excellence: Write clean, efficient, and high-quality code for various web applications.Strategize & Innovate: Meet project deadlines while contributing strategically to development goals and driving innovation.Build from Start to Finish: Develop applications from conception to deployment, ensuring adherence to the highest standards.Stay Ahead of the Curve: Keep up-to-date with industry trends and technological advancements to continuously enhance our solutions.Lead & Delegate: Define and delegate tasks effectively among team members to ensure smooth project execution.Design for Success: Propose and implement optimal system designs based on user requirements and technical best practices.Sprint Leadership: Lead sprint executions, ensuring timely delivery and addressing any roadblocks.Code Review & PR Approval: Conduct thorough code reviews and approve pull requests (PR) to maintain code quality and ensure adherence to best practices..Document with Precision: Create and maintain comprehensive technical documentation to support development and maintenance.","Alamat kantorYKP Pandugo II Blok P No. 1. Kel. Penjaringansari, Kec. Rungkut, Kota Surabaya"
"1726208644-18","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/technical-support-engineer-hrms-platform/93277bdc-27e9-4ae3-ba57-5390501a3707?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Technical Support Engineer - HRMS Platform","PT Indo Krisna Teknologi","Kontrak · Kerja di kantor","SkillsAPI DevelopmentTeamworkSQLMicrosoft SQL Server","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)","Job Description:We are looking for a dedicated Technical Support professional with 1-2 years of experience in the HRMS industry to assist Indonesian clients with queries and technical service requests for our HRMS platform, GreytHR. The successful candidate will receive training from our India-based team to master the GreytHR platform. As GreytHR is expanding into the Indonesian market, this role will be critical in providing top-notch technical support and helping to establish GreytHR as a trusted HRMS solution in the region. In addition to providing technical support, this role involves collaborating with the sales team to conduct product demonstrations. Fluency in English is required to effectively communicate with our global partners and clients.
GreytHR Overview:GreytHR is a leading HRMS platform that automates HR processes for businesses of all sizes. As GreytHR expands into the Indonesian market, we need a technical support expert who can provide exceptional service to our Indonesian clients and support the platform’s growth in this new market.
Key Responsibilities:Provide technical support and resolve client queries related to the GreytHR platform.Collaborate with the sales team to assist in product demonstrations.Undergo training to become proficient in the GreytHR platform.Address and troubleshoot client issues efficiently.Support the expansion of GreytHR in the Indonesian market.
Qualifications:1-2 years of experience in the HRMS industry. (preferably)Bachelor’s degree in a relevant field.Strong technical aptitude and willingness to learn.Excellent problem-solving and communication skills.Fluency in English, both spoken and written.Ability to work collaboratively with sales teams.","Alamat kantorMenara Karya Lt 28, Jl. H. Rasuna Said, Kuningan Timur, Setiabudi"
"1726208652-19","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/crew-mechanical-engineering/8e469c1d-12d8-42ca-857e-70c3708f74f6?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Crew Mechanical Engineering","JAKARTA GLOBAL SERVICES","Penuh Waktu · Kerja di kantor","SkillsReliability Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK25-30 tahunLaki-laki saja","-Lulusan Teknik Elektro-Membuat rancangan, mengembangkan, melakukan produksi, hingga melakukan pemasangan terhadap sistem mekanik atau komponen-komponen yang telah selesai.-Melakukan koordinasi di dalam kegiatan operasi, perbaikan, serta pemeliharaan mesin dan peralatan, agar setiap alat tersebut bisa dimanfaatkan secara optimal","Alamat kantorGrha Induk KUD Lantai Dasar
JL. Warung Buncit Raya No. 18-20
Kel. Pejaten Barat. Kecamatan Pasar Minggu
Jakarta Selatan 12510"
