web-scraper-order,web-scraper-start-url,link,link-href,linked,linked-href,Job Title,Company,Time,Job Desc,Kualifikasi
"1726207373-77","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Must have at least 3-5 years of practical work experience in Manufacture Engineer. Prefer experience in Injection Molding Operation"
"1726207373-78","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Proficient in Microsoft Office (Outlook, Excel and Word)"
"1726207373-79","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Involve in molding FMEA and tolerances application"
"1726207373-80","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Define Mold features, and injection molding machine size."
"1726207373-81","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Evaluate feedback from production and supplier to initiate corrective and preventive actions (cost breakdown, problem solving, troubleshooting)"
"1726207373-82","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Validate 3D Molds design for layout and mold studies acceptance"
"1726207373-83","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Have exposure in automation"
"1726207373-84","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78638912?type=standout&ref=search-standalone&origin=jobCard#sol=be42cbb9dcac8eaff549e4f0fc79fb0a3ed22c8b","Manufacturing Engineer","PT Mattel Indonesia","Full time","","Willing to work in Cikarang-Bekasi"
"1726207375-85","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","Lulusan S1 Teknik Mesin Konversi Energi / Teknik Fisika",""
"1726207375-86","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","Pengalaman min. 3 tahun di Industri Pembangkit / Oil & Gas / Fertilizer",""
"1726207375-87","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","Diutamakan berpengalaman di bidang Konversi Energi",""
"1726207375-88","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","Berbahasa inggris aktif (Fluent English)",""
"1726207375-89","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","Maksimal usia 37 Tahun",""
"1726207375-90","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","Memiliki SIM A Aktif",""
"1726207375-91","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","","Pembuatan proposal dan melakukan presentasi"
"1726207375-92","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","","Merespon customer dan principal"
"1726207375-93","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","","Melakukan visit ke customer"
"1726207375-94","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","","Bertanggung jawab untuk eksekusi project dan closing project"
"1726207375-95","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78623445?type=standard&ref=search-standalone&origin=jobCard#sol=df26f0ae136ef7d5a95fb2c8102b89a6da10d5a4","Mechanical Engineer","","Full time","","Bersedia dinas ke luar kota"
"1726207378-96","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Planning, designing and drawing as specifications required (Civil especially construction, Mechanical, Electrical and Plumbing)",""
"1726207378-97","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Provides specialized and its expertise for efficient technical solutions",""
"1726207378-98","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Preparation & compilation of technical reports for all projects",""
"1726207378-99","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Doing site visit to know the nature and requirement of the site in terms of availability of resources and accessibility to the site and coordinate with concerned department",""
"1726207378-100","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Liaise with all parties involved in the projects (purchasing, contractors, consultants etc)",""
"1726207378-101","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Keep all data/documents of the project in a proper manner",""
"1726207378-102","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Carry out technical and feasibility studies and prepare blueprints that meet technical specifications",""
"1726207378-103","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","Doing all reporting related with regular tasks and projects concerned (daily, weekly and monthly)",""
"1726207378-104","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Bachelor degree's in Civil Engineering with min GPA 3.50"
"1726207378-105","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Experience at least 2 years in related position"
"1726207378-106","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Experience in construction and engineering processes (Civil Mechanical. Civil Electrical and Plumbing etc)"
"1726207378-107","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Master in MS Office (word, excel, power point), Auto Cad, 3D drawing etc"
"1726207378-108","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Having SKA ( Ahli K3 Konstruksi, Ahli Tehnik Jalan)"
"1726207378-109","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Strong English command"
"1726207378-110","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Good project management skills"
"1726207378-111","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78683586?type=standout&ref=search-standalone&origin=jobCard#sol=a84a2e75f5f0eeb9e81f8bf1ab6317b215c649a4","Staff Konsultan Pengurusan SLF","PT Centralindo Jaya Indonesia","Full time","","Placement in Cikarang"
"1726207380-112","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78693092?type=standout&ref=search-standalone&origin=jobCard#sol=4094e8d536f5085a3ff843c1b238b2efdd28ef48","MECHANICAL ENGINEERING","PT YKK Zipper Indonesia","Full time","",""
"1726207383-113","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","Minimal D3/S1 jurusan teknik Mesin,",""
"1726207383-114","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","Berpengalaman di bidang gas min 1 tahun,",""
"1726207383-115","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","Paham terkait alur mekanikal secara sistem dan fungsi",""
"1726207383-116","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","Diprioritaskan domisili Bali",""
"1726207383-117","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","","Mengawasi seluruh kegiatan projek yg berkaitan dengan mekanikal dari mulai engineering s.d masa konstruksi"
"1726207383-118","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","","Memeriksa dan menyiapkan laporan dan dokumen terkait dengan seluruh pekerjaan mekanikal"
"1726207383-119","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755288?type=standout&ref=search-standalone&origin=jobCard#sol=9886cc43a7a8bee92fd469c934c0574ae7b2284b","Mechanical Engineering","PT Wira Energi","Full time","","Memastikan seluruh pekerjaan yg terintegrasi dengan sistem mekanikal teraplikasi dengan baik sesuai dengan dokumen perencanaan"
"1726207385-120","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78439064?type=standout&ref=search-standalone&origin=jobCard#sol=a497a74f20702c52e1088894b11d425da376093a","Manager / Chief Mechanical Electrical Plumbing (MEP), Location Batam","PT Citra Buana Prakarsa","Full time","",""
"1726207387-121","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78777864?type=standout&ref=search-standalone&origin=jobCard#sol=9a75d2fe9009d6ade9ddcbb71abf1e07169d365a","SENIOR STAFF PROCESS ENGINEER","PT Buana Merdeka Jaya","Full time","",""
"1726207390-122","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78529848?type=standout&ref=search-standalone&origin=jobCard#sol=ecce8f98d763306b98d1de9fdaddc9cfc0973dfa","Mechanical Rotating Engineer","PT JFE Engineering Indonesia","Full time","",""
"1726207392-123","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78750765?type=standout&ref=search-standalone&origin=jobCard#sol=0372c8feaa3065ebaddfffc43338336032617db5","Engineering (Maintenance / Utility) for PT Dankos Farma","PT KALBE FARMA (CORPORATE)","Full time","",""
"1726207395-124","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78552990?type=standout&ref=search-standalone&origin=jobCard#sol=ce19ada9ade45cd671308e712c818221636da1ab","Mechanical Engineer","PT Karya Tulus Bakti","Full time","",""
"1726207397-125","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78796052?type=standard&ref=search-standalone&origin=jobCard#sol=69dd7011e6837309f525b7ec9509a129a9385e2a","MEP Engineer","PT China Construction Yangtze River Indonesia","Kontrak","",""
"1726207399-126","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78698673?type=standout&ref=search-standalone&origin=jobCard#sol=36ab50755e2d26f50dd92dd01ec5d8b16f4c1093","Supervisor Maintenance Injection","Pengiklan Anonim","Full time","",""
"1726207402-127","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78566083?type=standout&ref=search-standalone&origin=jobCard#sol=afb38b970aa5cffe7881e1980cac8c42adc41fee","Workshop Technician Rotating Equipment","PT MAN Energy Solutions Indonesia - Surabaya","Full time","",""
"1726207404-128","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78485775?type=standout&ref=search-standalone&origin=jobCard#sol=82640bc8d8f5e33a623f679f07f5f104a7c38d30","Lead Mechanical Engineer","Princeton Digital Group (Singapore) SG1 Pte Ltd","Full time","",""
"1726207406-129","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78742197?type=standout&ref=search-standalone&origin=jobCard#sol=fee256d829887c2e409f7047bc3e1dcd171a0b5b","Technical Maintenance","PT SKY FOAM","Kontrak","",""
"1726207409-130","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78745782?type=standout&ref=search-standalone&origin=jobCard#sol=eb7f487f4eb9d3839b3454b9628255eb032d3f8d","Technician","PT FABILA T.S","Full time","",""
"1726207411-131","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78757331?type=standout&ref=search-standalone&origin=jobCard#sol=628fc96c3626f0555a743df1acfddcd7c29a57e9","Engineer / Technician","PT Giesecke & Devrient Indonesia","Full time","Pengalaman minimal 2 tahun sebagai maintenance ataupun engineer",""
"1726207411-132","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78757331?type=standout&ref=search-standalone&origin=jobCard#sol=628fc96c3626f0555a743df1acfddcd7c29a57e9","Engineer / Technician","PT Giesecke & Devrient Indonesia","Full time","Minimal Lulusan SMK (Mesin, Listrik dan Elektronika)",""
"1726207411-133","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78757331?type=standout&ref=search-standalone&origin=jobCard#sol=628fc96c3626f0555a743df1acfddcd7c29a57e9","Engineer / Technician","PT Giesecke & Devrient Indonesia","Full time","Bersedia melakukan perjalan dinas ke luar kota",""
"1726207413-134","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","Minimum vocational high school/diploma in electrical or mechanical engineering.",""
"1726207413-135","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","Minimum of 1 year of experience as maintenance staff",""
"1726207413-136","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","Understanding of electrical supporting equipment (maintenance) in the production process (PLC, 3 Phase Motors, or Microcontroller)",""
"1726207413-137","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","Good communication skills.",""
"1726207413-138","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","Willing to work in shifts.",""
"1726207413-139","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","Willing to be placed at the Rancaekek or Kopo-Katapang plant",""
"1726207413-140","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","","Minimum diploma degree in mechanical engineering or administration."
"1726207413-141","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","","Minimum 1 year of experience as an engineering admin."
"1726207413-142","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","","Understand how to archive documents properly."
"1726207413-143","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","","Detailed and well organized."
"1726207413-144","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","","Good communication skills."
"1726207413-145","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78756043?type=standard&ref=search-standalone&origin=jobCard#sol=73b1c1c2fe7d2ee119e0280f315267e33c7defd0","Engineering Staff","PT STANLI TRIJAYA MANDIRI","Full time","","Willing to be placed at Kopo-Katapang plant."
"1726207416-146","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Proficient in verbal and written English is a must",""
"1726207416-147","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Computer literate (Microsoft Words and Excel)",""
"1726207416-148","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Ability to work in a team and individually",""
"1726207416-149","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Willing to travel to all areas in Indonesia",""
"1726207416-150","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Goal-oriented and hard-working individual",""
